,Variety,Freq,d(cm),M%,Density,Attn,Phase,Phase_Corr,Permittivity_real,Permittivity_imaginary,Type,Phase/Attn,Freq*d(cm),Freq*Attn
421,KANSAS,-78409.09375,27471.708984375,-88728.3828125,-1865.72412109375,129665.78125,2182282.0,6572403.5,-10324.1103515625,-4959.68896484375,-11946.3125,206652.703125,-857193.375,-3124917.75
422,KANSAS,-60587.83984375,21228.828125,-68577.1796875,-1441.732177734375,100227.15625,1686700.0,5081061.5,-7978.81005859375,-3832.865234375,-9229.2587890625,159732.296875,-662535.125,-2415015.25
423,KANSAS,-62524.1328125,21901.830078125,-70791.3046875,-1487.9176025390625,103483.453125,1741461.625,5246508.0,-8234.4140625,-3955.998291015625,-9524.9326171875,164868.921875,-683887.0,-2492135.0
424,KANSAS,-55316.05859375,19380.080078125,-62619.53125,-1316.2786865234375,91534.28125,1540388.375,4640553.0,-7285.046875,-3499.7265625,-8425.6494140625,145851.828125,-604992.25,-2204936.0
425,KANSAS,-51927.859375,18194.2109375,-58784.62890625,-1235.5614013671875,85929.2421875,1446007.625,4355625.5,-6837.8515625,-3285.450439453125,-7907.73779296875,136904.578125,-567917.625,-2069824.75
426,KANSAS,-83986.03125,29422.376953125,-95085.21875,-1998.899169921875,138984.015625,2339077.5,7046578.5,-11062.328125,-5313.93017578125,-12800.3017578125,221471.3125,-918550.375,-3347779.25
427,KANSAS,-55963.640625,19610.6875,-63353.24609375,-1331.694091796875,92601.59375,1558302.125,4693598.5,-7370.28662109375,-3540.840087890625,-8524.3017578125,147546.09375,-612033.4375,-2230932.5
428,KANSAS,-62324.71875,21833.94921875,-70566.9453125,-1483.1500244140625,103150.28125,1735980.625,5230077.0,-8209.111328125,-3943.67236328125,-9496.0224609375,164354.234375,-681723.625,-2484435.75
429,KANSAS,-62334.484375,21839.26171875,-70572.0703125,-1483.447509765625,103158.0,1736070.125,5229591.0,-8209.513671875,-3944.0859375,-9496.5263671875,164362.96875,-681760.3125,-2484734.5
430,KANSAS,-52178.890625,18283.939453125,-59069.94140625,-1241.5345458984375,86345.15625,1453053.75,4376963.5,-6872.04248046875,-3301.536865234375,-7946.953125,137581.171875,-570661.25,-2079934.625
431,KANSAS,-62887.25390625,22032.349609375,-71186.421875,-1496.391845703125,104048.671875,1750995.25,5274753.5,-8281.3212890625,-3978.639892578125,-9579.5927734375,165801.8125,-687739.375,-2506563.25
432,KANSAS,-55927.66796875,19591.14453125,-63324.93359375,-1330.9080810546875,92585.8046875,1558114.5,4694426.0,-7366.1884765625,-3539.031982421875,-8519.7978515625,147511.28125,-611836.625,-2229529.25
433,KANSAS,-58099.953125,20356.63671875,-65766.28125,-1382.52197265625,96128.65625,1617738.0,4873539.5,-7651.59521484375,-3675.71044921875,-8850.34375,153197.453125,-635354.9375,-2315857.5
434,KANSAS,-53650.6171875,18797.10546875,-60736.58984375,-1276.6778564453125,88784.421875,1494031.375,4500978.5,-7065.43115234375,-3394.504150390625,-8171.39892578125,141467.3125,-586776.9375,-2138680.5
435,KANSAS,-47638.1875,16690.943359375,-53936.796875,-1133.570068359375,78849.921875,1326919.125,3997408.75,-6274.06298828125,-3014.550048828125,-7254.6533203125,125631.40625,-521114.78125,-1898973.75
436,KANSAS,-57256.24609375,20059.62109375,-64811.98046875,-1362.4708251953125,94739.9140625,1594326.75,4802327.0,-7539.29931640625,-3622.483642578125,-8720.5517578125,150946.375,-626145.625,-2282171.25
437,KANSAS,-54449.54296875,19077.673828125,-61633.55078125,-1295.6171875,90087.8671875,1516019.375,4566341.5,-7170.185546875,-3444.7431640625,-8292.6533203125,143548.625,-595449.4375,-2170332.0
438,KANSAS,-57974.625,20308.353515625,-65635.9921875,-1379.5955810546875,95960.65625,1614989.875,4865170.0,-7635.2294921875,-3668.3701171875,-8831.2568359375,152871.671875,-634156.3125,-2310947.25
439,KANSAS,-58431.265625,20468.865234375,-66163.421875,-1390.6444091796875,96727.5234375,1627859.625,4904456.0,-7696.314453125,-3697.59423828125,-8901.703125,154112.203125,-639191.0625,-2329275.75
440,KANSAS,-39760.27734375,13932.9736328125,-45016.75,-946.0753784179688,65804.484375,1107326.125,3335634.25,-5235.87646484375,-2515.7451171875,-6052.583984375,104855.015625,-434894.4375,-1585006.875
441,KANSAS,-49971.296875,17510.73046875,-56573.5625,-1189.1451416015625,82687.890625,1391369.375,4191370.75,-6581.01123046875,-3161.469482421875,-7610.10595703125,131767.34375,-546501.375,-1991987.375
442,KANSAS,-64994.7109375,22772.34375,-73580.0546875,-1546.75537109375,107542.4609375,1809902.375,5452077.5,-8559.982421875,-4112.35205078125,-9902.7578125,171374.046875,-710834.0,-2590713.25
443,KANSAS,-76338.59375,26746.048828125,-86401.109375,-1816.6776123046875,126253.4921875,2124875.5,6400377.0,-10052.5478515625,-4828.64306640625,-11631.0732421875,201231.671875,-834587.3125,-3042454.0
444,KANSAS,-47883.61328125,16776.34375,-54215.12890625,-1139.356201171875,79260.265625,1333746.375,4017734.25,-6306.57470703125,-3029.736572265625,-7292.0107421875,126274.8203125,-523772.84375,-1908829.25
445,KANSAS,-64462.0859375,22585.52734375,-72971.59375,-1534.0316162109375,106649.90625,1794765.5,5406844.0,-8489.37890625,-4078.342041015625,-9820.783203125,169957.484375,-704940.75,-2569407.25
446,KANSAS,-43855.015625,15367.833984375,-49646.171875,-1043.4171142578125,72574.390625,1221197.375,3678454.0,-5775.11181640625,-2774.681396484375,-6676.74609375,115621.2734375,-479591.0,-1748125.875
447,KANSAS,-44461.54296875,15576.119140625,-50339.58984375,-1057.90087890625,73593.6640625,1238394.375,3730902.25,-5855.75634765625,-2813.191162109375,-6769.4111328125,117252.9609375,-486330.65625,-1772277.0
448,KANSAS,-66988.1640625,23469.517578125,-75831.53125,-1594.170166015625,110824.3203125,1865159.375,5619310.5,-8822.6708984375,-4237.85302734375,-10206.1982421875,176633.28125,-732564.6875,-2670157.75
449,KANSAS,-65288.55078125,22871.921875,-73923.7421875,-1553.7830810546875,108065.515625,1818654.25,5478933.5,-8599.8310546875,-4131.25537109375,-9948.490234375,172178.828125,-714150.25,-2602534.25
450,KANSAS,-58939.72265625,20651.419921875,-66714.140625,-1402.5419921875,97512.71875,1640932.125,4943046.0,-7761.98095703125,-3728.999267578125,-8978.328125,155399.46875,-644543.9375,-2349358.5
451,KANSAS,-55579.0234375,19473.09765625,-62925.265625,-1322.5487060546875,91986.6015625,1547950.5,4663313.0,-7319.87890625,-3516.630126953125,-8466.0078125,146563.046875,-607909.9375,-2215471.25
452,KANSAS,-48603.93359375,17027.861328125,-55027.140625,-1156.5655517578125,80461.4921875,1354011.875,4078565.0,-6401.05810546875,-3075.51318359375,-7401.61474609375,128177.8203125,-531690.375,-1937566.5
453,KANSAS,-61321.31640625,21483.0859375,-69418.25,-1459.3026123046875,101463.5703125,1707567.125,5144082.5,-8075.3671875,-3879.431640625,-9341.01953125,161683.328125,-670609.6875,-2444192.5
454,KANSAS,-85983.9609375,30127.4921875,-97318.953125,-2046.3858642578125,142205.25,2393319.0,7209098.0,-11323.609375,-5439.171875,-13104.1513671875,226672.125,-940079.75,-3427173.25
455,KANSAS,-42680.6328125,14953.0693359375,-48322.38671875,-1015.492431640625,70644.171875,1188752.375,3580948.5,-5620.47021484375,-2700.62060546875,-6497.23828125,112552.6796875,-466846.3125,-1701279.625
456,KANSAS,-47135.95703125,16516.869140625,-53361.015625,-1121.572265625,78001.3046875,1312546.5,3953737.0,-6207.4794921875,-2982.39306640625,-7177.72119140625,124288.7578125,-515568.21875,-1878842.375
457,KANSAS,-65940.34375,23102.9453125,-74651.25,-1569.1900634765625,109103.90625,1836106.875,5530843.5,-8684.0576171875,-4171.7724609375,-10046.2734375,173860.546875,-721111.875,-2628366.25
458,KANSAS,-44809.29296875,15698.5654296875,-50733.39453125,-1066.1063232421875,74174.515625,1248198.75,3760208.25,-5901.05517578125,-2835.292724609375,-6822.3232421875,118157.25,-490159.5625,-1786135.25
459,KANSAS,-76223.921875,26707.564453125,-86263.890625,-1813.8330078125,126066.9375,2121646.0,6390522.5,-10037.5625,-4821.72509765625,-11613.9951171875,200918.890625,-833324.4375,-3038092.0
460,KANSAS,-40356.93359375,14141.7587890625,-45686.2578125,-960.2262573242188,66783.8828125,1123799.0,3385011.0,-5314.45458984375,-2553.392822265625,-6142.66162109375,106414.7890625,-441379.875,-1608627.625
461,KANSAS,-43080.68359375,15093.3193359375,-48781.7109375,-1025.027587890625,71320.328125,1200072.125,3615572.75,-5674.158203125,-2726.23193359375,-6559.35888671875,113628.1015625,-471336.53125,-1717394.875
462,KANSAS,-59093.21875,20704.275390625,-66900.6796875,-1406.2666015625,97799.484375,1645763.0,4957752.5,-7782.36181640625,-3739.0498046875,-9002.169921875,155812.484375,-646346.8125,-2355619.0
463,KANSAS,-40663.2578125,14246.98046875,-46034.0859375,-967.4534301757812,67305.046875,1132578.75,3411617.0,-5354.265625,-2572.99658203125,-6189.8154296875,107218.4453125,-444789.71875,-1620917.0
464,KANSAS,-44213.55859375,15490.744140625,-50057.8515625,-1052.00927734375,73179.984375,1231427.75,3709465.5,-5822.83984375,-2797.5966796875,-6731.9697265625,116586.390625,-483618.71875,-1762521.125
465,KANSAS,-49723.2890625,17421.248046875,-56276.9765625,-1183.1064453125,82262.1171875,1384350.75,4169480.75,-6546.90966796875,-3145.421630859375,-7571.3779296875,131078.65625,-543694.875,-1981882.75
466,KANSAS,-45392.2109375,15905.40625,-51380.34765625,-1080.0218505859375,75111.328125,1264008.875,3806768.25,-5976.96435546875,-2871.970458984375,-6911.07275390625,119665.65625,-496401.8125,-1809410.25
467,KANSAS,-49402.6484375,17311.052734375,-55931.4296875,-1175.6719970703125,81761.859375,1375852.625,4144364.75,-6505.9716796875,-3125.8974609375,-7523.65673828125,130270.265625,-540381.0625,-1969404.75
468,KANSAS,-49148.08203125,17221.30078125,-55633.11328125,-1169.3936767578125,81309.453125,1368206.5,4121390.5,-6472.3173828125,-3108.978515625,-7483.49609375,129571.0703125,-537417.3125,-1958964.75
469,KANSAS,-80825.28125,28318.66015625,-91470.484375,-1923.380615234375,133666.390625,2249628.75,6775799.0,-10643.140625,-5112.39453125,-12315.2900390625,213037.484375,-883585.75,-3221406.25
470,KANSAS,-55003.80078125,19268.490234375,-62279.1171875,-1308.9912109375,91031.9609375,1532014.875,4615576.5,-7244.638671875,-3480.262939453125,-8378.1103515625,145059.40625,-601619.4375,-2192512.5
471,KANSAS,-45990.51953125,16113.9375,-52066.46875,-1094.3267822265625,76124.5234375,1280993.0,3858127.0,-6056.017578125,-2910.0009765625,-7003.03955078125,121264.3828125,-503051.46875,-1833267.0
472,KANSAS,-36543.74609375,12804.33984375,-41377.15234375,-869.3732299804688,60496.32421875,1017946.125,3066369.75,-4812.3818359375,-2312.49609375,-5561.6025390625,96355.921875,-399751.4375,-1456668.25
473,KANSAS,-59573.578125,20870.669921875,-67449.2890625,-1417.6148681640625,98596.8515625,1659284.625,4998400.5,-7845.90087890625,-3769.42333984375,-9075.7158203125,157095.96875,-651613.125,-2374754.25
474,KANSAS,-50680.6875,17757.837890625,-57375.78125,-1205.9969482421875,83862.8671875,1411245.5,4251506.5,-6674.681640625,-3206.39599609375,-7717.54638671875,133641.03125,-554310.9375,-2020172.25
475,KANSAS,-58925.23046875,20642.546875,-66721.9140625,-1402.261962890625,97541.5,1641562.0,4945354.5,-7761.35400390625,-3728.67919921875,-8977.1259765625,155408.1875,-644570.625,-2348969.5
476,KANSAS,-52179.6875,18282.05078125,-59071.3359375,-1241.6697998046875,86345.5625,1453064.875,4377033.5,-6871.64453125,-3301.381103515625,-7946.923828125,137574.6875,-570682.3125,-2080005.125
477,KANSAS,-82797.9921875,29010.83984375,-93700.15625,-1970.330322265625,136920.625,2304376.5,6940970.5,-10902.490234375,-5237.1416015625,-12616.8095703125,218236.640625,-905116.5625,-3300043.0
478,KANSAS,-51003.75390625,17871.544921875,-57733.51953125,-1213.58349609375,84386.15625,1420134.375,4277275.0,-6716.5244140625,-3226.634521484375,-7767.056640625,134464.15625,-557705.1875,-2033005.125
479,KANSAS,-65329.38671875,22886.662109375,-73954.125,-1554.6912841796875,108104.46875,1819384.875,5480818.0,-8603.373046875,-4133.47802734375,-9953.6826171875,172250.171875,-714488.4375,-2604116.0
480,KANSAS,-55810.6328125,19554.068359375,-63178.33203125,-1328.12841796875,92349.203125,1554120.75,4681533.5,-7349.79541015625,-3530.943359375,-8501.0205078125,147147.671875,-610386.375,-2224776.5
481,KANSAS,-67049.265625,23487.125,-75913.34375,-1595.7032470703125,110983.0390625,1867752.375,5626781.0,-8830.62109375,-4242.64453125,-10216.4658203125,176817.875,-733445.1875,-2672681.75
482,KANSAS,-34966.3515625,12252.2841796875,-39584.26953125,-831.7863159179688,57869.63671875,973696.3125,2933301.25,-4603.97509765625,-2212.486328125,-5320.53125,92197.6953125,-382498.84375,-1393722.625
483,KANSAS,-57863.6875,20272.74609375,-65513.87109375,-1376.9742431640625,95767.40625,1611614.625,4855395.5,-7621.11376953125,-3661.32470703125,-8814.94921875,152589.28125,-632918.75,-2306599.0
484,KANSAS,-57408.05078125,20114.5390625,-64970.1328125,-1365.89208984375,94952.875,1597959.25,4812832.5,-7559.04150390625,-3631.447265625,-8742.9736328125,151321.5625,-627653.75,-2287962.25
485,KANSAS,-59441.19140625,20823.4921875,-67302.265625,-1414.6297607421875,98395.15625,1655889.625,4988159.0,-7828.8994140625,-3761.191650390625,-9055.4755859375,156753.1875,-650239.625,-2369509.25
486,KANSAS,-73511.8984375,25756.98046875,-83199.3984375,-1749.37109375,121581.234375,2046249.5,6163632.5,-9680.443359375,-4650.19189453125,-11200.021484375,193789.453125,-803666.625,-2929818.75
487,KANSAS,-49945.6640625,17500.07421875,-56540.0390625,-1188.49169921875,82654.46875,1390928.75,4189780.75,-6577.7529296875,-3160.0751953125,-7606.490234375,131690.015625,-546243.5,-1990998.875
488,KANSAS,-64323.1875,22538.666015625,-72795.0078125,-1530.6129150390625,106383.90625,1790379.5,5392122.5,-8469.9453125,-4068.93017578125,-9798.0517578125,169555.59375,-703215.25,-2563692.5
489,KANSAS,-44717.0390625,15667.6611328125,-50626.2578125,-1064.018798828125,74014.6875,1245568.125,3751743.0,-5888.7119140625,-2829.56103515625,-6808.654296875,117909.7734375,-489135.25,-1782558.125
490,KANSAS,-64869.12890625,22726.6171875,-73426.1796875,-1543.7078857421875,107324.6640625,1806212.5,5440744.5,-8542.2197265625,-4104.0458984375,-9882.359375,171016.921875,-709371.3125,-2585528.5
491,KANSAS,-55935.9921875,19599.76953125,-63309.09765625,-1330.97412109375,92526.25,1557029.625,4689979.0,-7365.58154296875,-3538.40966796875,-8518.9189453125,147455.21875,-611585.1875,-2229491.75
492,KANSAS,-70547.703125,24718.794921875,-79855.265625,-1678.853515625,116707.6171875,1964078.125,5916738.0,-9290.65625,-4463.173828125,-10749.2470703125,185992.9375,-771437.3125,-2812012.75
493,KANSAS,-52021.890625,18225.58203125,-58902.171875,-1237.96533203125,86093.4140625,1448774.0,4365283.5,-6851.5126953125,-3291.389404296875,-7923.5068359375,137184.875,-568978.875,-2073726.125
494,KANSAS,-70076.078125,24550.791015625,-79322.015625,-1667.572509765625,115928.5234375,1951027.625,5877434.0,-9229.205078125,-4433.20703125,-10676.9228515625,184755.90625,-766281.0,-2793068.0
495,KANSAS,-39305.46484375,13773.419921875,-44499.46875,-935.2111206054688,65040.515625,1094444.375,3296873.75,-5176.22509765625,-2486.70458984375,-5982.88427734375,103638.921875,-429858.59375,-1566779.875
496,KANSAS,-97694.734375,34226.6171875,-110557.1484375,-2324.8642578125,161533.84375,2718871.0,8189008.0,-12863.4853515625,-6178.95947265625,-14887.6875,257497.5,-1067904.25,-3893306.5
497,KANSAS,-51502.03125,18044.169921875,-58304.28125,-1225.4608154296875,85213.5546875,1434008.125,4320142.0,-6782.224609375,-3258.0322265625,-7843.4599609375,135789.9375,-563194.4375,-2052758.5
498,KANSAS,-72088.7890625,25257.212890625,-81600.484375,-1715.5184326171875,119257.34375,2007052.25,6045849.0,-9494.130859375,-4560.3876953125,-10983.486328125,190063.71875,-788245.6875,-2873347.0
499,KANSAS,-53902.46875,18886.955078125,-61014.84765625,-1282.6806640625,89170.0,1500623.25,4521066.0,-7098.52978515625,-3410.01318359375,-8209.0458984375,142130.5625,-589437.0625,-2148564.75
500,KANSAS,-52848.46875,18517.39453125,-59819.9453125,-1257.5023193359375,87434.296875,1471358.0,4432180.5,-6959.37744140625,-3343.4013671875,-8048.2548828125,139334.953125,-577927.4375,-2106476.75
501,KANSAS,-73444.90625,25734.37890625,-83128.578125,-1747.7666015625,121477.046875,2044379.875,6158176.0,-9671.771484375,-4646.06640625,-11190.3583984375,193614.765625,-803027.6875,-2927318.75
502,KANSAS,-66715.6015625,23376.4609375,-75516.25,-1587.5751953125,110365.484375,1857389.375,5594592.5,-8785.798828125,-4220.69287109375,-10164.2587890625,175883.921875,-729545.5,-2659302.0
503,KANSAS,-39368.640625,13792.3740234375,-44579.15234375,-936.7228393554688,65172.390625,1096665.5,3304042.0,-5185.40478515625,-2491.301025390625,-5992.76123046875,103835.921875,-430701.40625,-1569394.0
504,KANSAS,-54052.33203125,18938.1015625,-61198.921875,-1286.2926025390625,89473.3984375,1505622.75,4535410.0,-7118.8251953125,-3420.18359375,-8233.583984375,142525.421875,-591227.625,-2154809.5
505,KANSAS,-70946.625,24858.830078125,-80301.921875,-1688.25537109375,117359.0234375,1975109.375,5949135.5,-9343.1787109375,-4488.30029296875,-10809.1845703125,187021.046875,-775732.9375,-2827812.75
506,KANSAS,-53609.06640625,18783.650390625,-60689.66796875,-1275.7464599609375,88711.4453125,1492813.625,4496732.0,-7059.97705078125,-3391.625732421875,-8164.8154296875,141355.078125,-586294.5625,-2136925.75
507,KANSAS,-50827.04296875,17810.296875,-57535.421875,-1209.4749755859375,84102.40625,1415274.875,4263044.5,-6693.67578125,-3215.8466796875,-7740.7822265625,134006.546875,-555823.4375,-2026098.625
508,KANSAS,-66168.0390625,23184.583984375,-74892.0078125,-1574.5093994140625,109457.71875,1842043.0,5548305.0,-8713.4033203125,-4185.94189453125,-10080.7451171875,174430.65625,-723538.25,-2637524.0
509,KANSAS,-56132.859375,19664.8203125,-63562.97265625,-1335.838134765625,92921.4453125,1563745.625,4711263.5,-7393.6103515625,-3552.173583984375,-8550.771484375,148050.515625,-614063.5,-2237603.75
510,KANSAS,-46205.1875,16188.9501953125,-52309.921875,-1099.4063720703125,76463.5546875,1286626.375,3876120.75,-6084.37841796875,-2923.093017578125,-7035.0009765625,121825.9921875,-505345.15625,-1841839.5
511,KANSAS,-65582.765625,22979.130859375,-74224.0546875,-1560.6280517578125,108471.5390625,1825484.125,5498312.0,-8635.6630859375,-4148.5849609375,-9990.1982421875,172868.703125,-717044.125,-2613942.0
512,KANSAS,-68774.8515625,24096.916015625,-77833.90625,-1636.572265625,113750.171875,1914385.875,5766096.0,-9055.927734375,-4350.5361328125,-10477.2490234375,181283.84375,-751970.375,-2741194.75
513,KANSAS,-46933.37890625,16439.93359375,-53149.109375,-1116.82421875,77702.40625,1307549.75,3939638.0,-6181.4970703125,-2969.89208984375,-7146.98876953125,123784.6953125,-513454.34375,-1870889.625
514,KANSAS,-47343.5546875,16587.3125,-53601.4609375,-1126.66748046875,78364.8515625,1318710.625,3972677.25,-6235.55419921875,-2995.677001953125,-7209.79541015625,124861.3515625,-517870.5,-1887231.0
515,KANSAS,-68988.6953125,24172.48046875,-78084.3671875,-1641.6253662109375,114110.828125,1920320.625,5783934.0,-9084.1103515625,-4363.9248046875,-10509.5556640625,181853.703125,-754258.3125,-2749608.75
516,KANSAS,-54204.78125,18989.87890625,-61371.34765625,-1289.8258056640625,89727.1015625,1510097.0,4548788.0,-7138.65478515625,-3429.98193359375,-8256.4873046875,142938.09375,-592959.0,-2160758.75
517,KANSAS,-73886.390625,25888.26171875,-83624.8125,-1758.3118896484375,122210.0703125,2056786.125,6195411.5,-9730.076171875,-4673.95849609375,-11257.9345703125,194775.703125,-807804.125,-2944973.25
518,KANSAS,-78166.953125,27387.541015625,-88461.3125,-1860.1141357421875,129271.6328125,2175652.75,6552810.0,-10292.4853515625,-4944.42333984375,-11909.5478515625,206024.6875,-854554.4375,-3115321.25
519,KANSAS,-62366.02734375,21849.974609375,-70598.9765625,-1484.1571044921875,103195.7734375,1736789.25,5231344.5,-8212.8857421875,-3945.939697265625,-9500.806640625,164426.09375,-682072.5,-2485870.5
520,KANSAS,-64655.703125,22654.8203125,-73187.59375,-1538.5836181640625,106963.5078125,1800077.625,5422059.5,-8514.67578125,-4090.332275390625,-9849.9912109375,170463.15625,-706998.8125,-2577138.25
521,KANSAS,-76271.484375,26721.1015625,-86337.75,-1815.2020263671875,126177.25,2123474.5,6397085.5,-10044.8779296875,-4825.1650390625,-11621.7392578125,201093.90625,-834024.4375,-3039935.25
522,KANSAS,-63170.53125,22132.87890625,-71496.1640625,-1503.2109375,104493.3671875,1758421.75,5296911.0,-8317.9912109375,-3996.09033203125,-9622.2646484375,166517.203125,-690731.75,-2517787.5
523,KANSAS,-39931.91796875,13992.21875,-45206.73046875,-950.0262451171875,66090.390625,1112078.75,3350035.25,-5258.35791015625,-2526.64599609375,-6078.47119140625,105290.34375,-436792.28125,-1591824.875
524,KANSAS,-51966.54296875,18204.4921875,-58842.5546875,-1236.591552734375,86038.765625,1447891.75,4361926.5,-6844.28125,-3288.519287109375,-7914.9658203125,137050.34375,-568521.0,-2071593.5
525,KANSAS,-47004.65625,16468.6796875,-53220.1796875,-1118.52197265625,77807.6796875,1309277.25,3944614.5,-6190.60205078125,-2974.4208984375,-7158.134765625,123955.484375,-514183.34375,-1873759.25
526,KANSAS,-82744.5859375,28990.568359375,-93650.1484375,-1969.1541748046875,136848.171875,2303257.75,6937874.5,-10896.6826171875,-5234.28857421875,-12609.2900390625,218128.1875,-904680.9375,-3297888.75
527,KANSAS,-64419.40625,22570.177734375,-72915.796875,-1532.8902587890625,106568.515625,1793424.25,5401692.5,-8482.4931640625,-4075.182861328125,-9812.560546875,169821.5,-704389.125,-2567505.5
528,KANSAS,-59141.375,20719.990234375,-66954.015625,-1407.4267578125,97872.84375,1647113.25,4961741.5,-7788.880859375,-3742.15283203125,-9009.7685546875,155945.84375,-646867.25,-2357519.0
529,KANSAS,-45027.5703125,15777.71484375,-50976.5234375,-1071.469970703125,74516.390625,1253909.375,3777057.5,-5929.49609375,-2848.81298828125,-6855.67724609375,118725.5625,-492470.9375,-1794924.5
530,KANSAS,-75257.6640625,26368.453125,-85178.5546875,-1790.90380859375,124475.1953125,2094848.375,6310523.5,-9910.72265625,-4760.568359375,-11467.025390625,198381.65625,-822793.9375,-2999691.5
531,KANSAS,-70571.109375,24725.83984375,-79901.15625,-1679.639404296875,116777.4375,1965328.25,5921208.0,-9294.60546875,-4465.06982421875,-10753.8369140625,186091.015625,-771824.375,-2813121.5
532,KANSAS,-57281.1796875,20068.98828125,-64841.9609375,-1363.0496826171875,94782.703125,1594957.625,4804528.0,-7542.9345703125,-3623.846435546875,-8724.6513671875,151021.25,-626436.5625,-2283205.5
533,KANSAS,-70078.8125,24554.232421875,-79318.0,-1667.75,115914.53125,1950728.0,5875973.0,-9228.7333984375,-4433.20263671875,-10677.13671875,184746.265625,-766247.625,-2793179.0
534,KANSAS,-56822.2265625,19909.8359375,-64324.07421875,-1352.1768798828125,94016.21875,1582137.25,4766092.5,-7482.6357421875,-3594.884521484375,-8654.7939453125,149815.34375,-621396.6875,-2264953.5
535,KANSAS,-62389.9453125,21859.62109375,-70621.25,-1484.585693359375,103220.125,1737054.0,5233139.5,-8216.3701171875,-3947.055419921875,-9504.0458984375,164482.8125,-682258.6875,-2486868.75
536,KANSAS,-45516.76953125,15945.744140625,-51537.04296875,-1083.121826171875,75349.59375,1267932.625,3820080.5,-5994.7744140625,-2880.29931640625,-6931.0517578125,120041.578125,-497936.1875,-1814486.75
537,KANSAS,-76927.7890625,26954.701171875,-87074.359375,-1830.791748046875,127238.390625,2141339.75,6450490.0,-10130.33984375,-4866.2978515625,-11721.748046875,202801.625,-841100.5625,-3066253.0
538,KANSAS,-53034.96484375,18583.650390625,-60043.19140625,-1262.02490234375,87757.9296875,1476778.625,4448878.0,-6985.02294921875,-3355.417236328125,-8078.11474609375,139847.84375,-580034.6875,-2114122.5
539,KANSAS,-55213.34765625,19344.73046875,-62496.6875,-1313.77978515625,91348.4765625,1537266.25,4630732.0,-7270.92041015625,-3493.19482421875,-8409.3759765625,145570.03125,-603767.5,-2200718.5
540,KANSAS,-43544.75,15261.0478515625,-49294.7109375,-1036.11474609375,72048.1015625,1212380.875,3651613.0,-5734.3359375,-2754.970458984375,-6629.32421875,114810.0546875,-476183.5,-1735899.5
541,KANSAS,-62236.74609375,21801.125,-70467.7421875,-1481.128662109375,103024.203125,1733858.5,5223622.0,-8197.111328125,-3938.246826171875,-9481.892578125,164136.828125,-680837.625,-2480848.25
542,KANSAS,-63301.8984375,22179.970703125,-71645.9375,-1506.322021484375,104701.5390625,1762019.25,5306985.0,-8335.1640625,-4004.21826171875,-9642.5966796875,166856.875,-692114.75,-2522999.5
543,KANSAS,-57040.36328125,19985.380859375,-64564.703125,-1357.2967529296875,94372.7734375,1588175.5,4783587.0,-7511.4091796875,-3608.728271484375,-8687.90625,150372.609375,-623783.125,-2273545.0
544,KANSAS,-49386.4921875,17304.9921875,-55917.48828125,-1175.2611083984375,81746.25,1375595.25,4143741.0,-6504.388671875,-3124.916748046875,-7521.3095703125,130241.015625,-540205.0625,-1968749.375
545,KANSAS,-81314.875,28487.96875,-92052.1875,-1935.2554931640625,134536.46875,2264223.25,6821048.5,-10709.279296875,-5144.47216796875,-12391.7802734375,214405.90625,-889205.3125,-3241030.75
546,KANSAS,-53123.1015625,18612.162109375,-60150.390625,-1264.178466796875,87923.375,1479597.125,4457395.5,-6996.4697265625,-3361.315673828125,-8091.49267578125,140095.6875,-581024.625,-2117505.25
547,KANSAS,-69760.953125,24440.27734375,-78964.828125,-1660.098388671875,115417.203125,1942427.625,5851176.0,-9186.1376953125,-4413.4443359375,-10628.7568359375,183919.421875,-762889.4375,-2780570.0
548,KANSAS,-49873.15625,17471.828125,-56468.94140625,-1186.72412109375,82570.2265625,1389461.625,4185515.25,-6568.70458984375,-3156.06005859375,-7595.8935546875,131522.28125,-545638.8125,-1988187.0
549,KANSAS,-46777.21484375,16389.40234375,-52956.08984375,-1112.9976806640625,77413.8359375,1302702.5,3923834.25,-6159.79345703125,-2959.71923828125,-7122.62109375,123335.640625,-511631.21875,-1864523.25
550,KANSAS,-65467.2890625,22936.953125,-74113.34375,-1557.90576171875,108329.71875,1823078.75,5492053.0,-8622.0634765625,-4142.12939453125,-9974.49609375,172615.265625,-715982.0,-2609592.75
551,KANSAS,-56694.765625,19866.54296875,-64168.90234375,-1349.0460205078125,93775.109375,1578036.25,4753268.5,-7465.70947265625,-3586.47900390625,-8635.1650390625,149454.71875,-619915.4375,-2259815.25
552,KANSAS,-51045.453125,17882.4453125,-57786.875,-1214.5880126953125,84475.7421875,1421609.75,4282517.5,-6722.38916015625,-3229.443359375,-7773.517578125,134605.140625,-558251.9375,-2034688.0
553,KANSAS,-78407.8046875,27473.076171875,-88734.2734375,-1865.808837890625,129655.0390625,2182096.5,6572422.0,-10324.3544921875,-4959.30224609375,-11946.6572265625,206658.078125,-857136.4375,-3124989.75
554,KANSAS,-47079.08984375,16495.203125,-53293.99609375,-1120.1641845703125,77911.6796875,1310974.5,3948948.5,-6199.98828125,-2978.591064453125,-7168.24267578125,124130.90625,-514891.9375,-1876546.375
